Booking_ID,Type,Restaurant_ID,Restaurant_Name,Neighborhood,City,Table_ID,Table_Selection_Type,Guests,Date,Time,Status,Amount_INR,User_ID,Created_At,Confirmed_At
6a0ffccd565b3dfd731e1ece,Table Reservation,4,Pizza Paradise,"Whitefield, Bangalore",Bangalore,T8,Visual Floor Plan,2,2026-05-22,7:00 PM,reserved,0,iZNzqEkit7PCKfDf8mJGI3sc2LM2,2026-05-22T06:50:53.362Z,
6a0ffb14565b3dfd731e1ec6,Table Reservation,1,Spice Garden,"MG Road, Bangalore",Bangalore,T4,Visual Floor Plan,2,2026-05-22,8:00 PM,confirmed,450,iZNzqEkit7PCKfDf8mJGI3sc2LM2,2026-05-22T06:43:32.808Z,2026-05-22T06:44:04.069Z
6a0dea4d565b3dfd731e097d,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T5,Visual Floor Plan,2,2026-05-20,Night,cancelled,0,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-05-20T17:07:25.660Z,2026-05-20T17:07:47.459Z
6a0dbf20565b3dfd731e091b,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T4,Visual Floor Plan,2,2026-05-20,Evening,confirmed,600,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-05-20T14:03:11.983Z,2026-05-20T14:03:22.738Z
6a0dbd91565b3dfd731e0918,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T5,Visual Floor Plan,2,2026-05-20,Evening,cancelled,0,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-05-20T13:56:33.418Z,2026-05-20T13:56:40.004Z
6a0db3d8565b3dfd731e0908,Table Reservation,1,Spice Garden,"MG Road, Bangalore",Bangalore,T5,Visual Floor Plan,2,2026-05-20,6:00 PM,confirmed,450,2g1QbEA3gHdSrfp4AvXTKvou0F73,2026-05-20T13:15:04.624Z,2026-05-20T13:15:26.801Z
6a037116f4c19ff71c8b556c,Table Reservation,1,Spice Garden,"MG Road, Bangalore",Bangalore,T1,Visual Floor Plan,2,2026-05-13,1:30 PM,confirmed,450,iZNzqEkit7PCKfDf8mJGI3sc2LM2,2026-05-12T18:27:34.618Z,2026-05-12T18:27:41.984Z
6a00b86df4c19ff71c8ad836,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T4,Visual Floor Plan,2,2026-05-10,Night,cancelled,0,JfgzIie9ZLQu0TxLjN849v7Ed4E2,2026-05-10T16:55:09.785Z,2026-05-10T16:55:20.340Z
6a00aa74f4c19ff71c8ac533,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T5,Visual Floor Plan,2,2026-05-10,Night,reserved,0,JfgzIie9ZLQu0TxLjN849v7Ed4E2,2026-05-10T15:55:32.404Z,
69fec0c7f4c19ff71c8a80b6,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T5,Visual Floor Plan,2,2026-05-09,Afternoon,cancelled,0,JfgzIie9ZLQu0TxLjN849v7Ed4E2,2026-05-09T05:06:15.376Z,2026-05-09T05:06:30.905Z
69f77b963f13d900d92d1087,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T3,Visual Floor Plan,2,2026-05-03,Afternoon,reserved,0,4CeLjqeptHQY2zuMoFeH8TlUKsy1,2026-05-03T16:45:09.940Z,
69df6e70999275168e9fdda3,Table Reservation,1,Spice Garden,"MG Road, Bangalore",Bangalore,T4,Visual Floor Plan,2,2026-04-15,6:00 PM,confirmed,450,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-04-15T10:54:40.410Z,2026-04-15T10:54:58.555Z
69d4c5cb999275168e9f62c8,Table Reservation,1,Spice Garden,"MG Road, Bangalore",Bangalore,T8,Visual Floor Plan,3,2026-04-07,8:00 PM,confirmed,450,OAfglRMxOiYJ6Qfj8YdYTbfCSEJ2,2026-04-07T08:52:27.753Z,2026-04-07T08:53:05.506Z
69d3a292999275168e9f5b98,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T5,Visual Floor Plan,2,2026-04-06,Night,cancelled,0,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-04-06T12:09:54.075Z,2026-04-06T12:10:03.243Z
69d10ad9999275168e9f5190,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T5,Visual Floor Plan,2,2026-04-04,Night,confirmed,600,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-04-04T12:58:01.398Z,2026-04-04T12:58:09.302Z
69cd30106867bec510f91c70,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T4,Visual Floor Plan,2,2026-04-01,Night,cancelled,0,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-04-01T14:47:44.154Z,2026-04-01T14:47:53.636Z
69c7b4b56867bec510f8f586,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T3,Visual Floor Plan,2,2026-03-28,Afternoon,cancelled,0,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-03-28T11:00:05.599Z,2026-03-28T11:00:16.930Z
69c2c6df6867bec510f8e60e,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T6,Visual Floor Plan,6,2026-03-27,Evening,cancelled,0,OAfglRMxOiYJ6Qfj8YdYTbfCSEJ2,2026-03-24T17:16:15.257Z,2026-03-24T17:16:38.407Z
69c20ebc6867bec510f8e3c4,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T2,Visual Floor Plan,5,2026-03-24,Night,cancelled,0,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-03-24T04:10:35.916Z,2026-03-24T04:10:49.268Z
69c168576867bec510f8e37f,Table Reservation,2,The Coastal Kitchen,"Indiranagar, Bangalore",Bangalore,T2,Visual Floor Plan,7,2026-03-29,11:30 AM,reserved,0,KIbXBPxhlHSrbx7EPyeU8iUzDOs1,2026-03-23T16:20:39.775Z,
69c1616e6867bec510f8e37b,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T3,Visual Floor Plan,2,2026-03-23,Night,cancelled,0,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-03-23T15:51:10.398Z,2026-03-23T15:51:20.793Z
69c160db6867bec510f8e37a,Table Reservation,1,Spice Garden,"MG Road, Bangalore",Bangalore,T7,Visual Floor Plan,6,2026-03-31,12:00 PM,reserved,0,k6zxDwLCqxTBEEPeKc7OEsxMdDA2,2026-03-23T15:48:43.241Z,
69c15f286867bec510f8e378,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T6,Visual Floor Plan,8,2026-03-24,Morning,cancelled,0,OAfglRMxOiYJ6Qfj8YdYTbfCSEJ2,2026-03-23T15:41:28.255Z,2026-03-23T15:41:56.827Z
69c15e486867bec510f8e375,Table Reservation,5,Sushi Master,"UB City, Bangalore",Bangalore,T6,Visual Floor Plan,8,2026-03-28,2:00 PM,reserved,0,7oa8QkZbarWy3EK7xYBSZMepW302,2026-03-23T15:37:44.669Z,
69c15bdb6867bec510f8e374,Table Reservation,2,The Coastal Kitchen,"Indiranagar, Bangalore",Bangalore,T6,Visual Floor Plan,2,2026-03-25,11:30 AM,confirmed,480,tV22ZEXLIheqS9YJLommJCkAtE52,2026-03-23T15:27:23.308Z,2026-03-23T15:28:15.565Z
69c15a016867bec510f8e372,Table Reservation,2,The Coastal Kitchen,"Indiranagar, Bangalore",Bangalore,T1,Visual Floor Plan,7,2026-03-25,11:30 AM,reserved,0,POQDZiZ7m3bMqUYhDX36UD1v5PV2,2026-03-23T15:19:28.983Z,
69c159da6867bec510f8e371,Table Reservation,2,The Coastal Kitchen,"Indiranagar, Bangalore",Bangalore,T3,Visual Floor Plan,8,2026-04-21,12:30 PM,confirmed,480,tNhXtWeGmagRfkPrcRG0ck6byBo2,2026-03-23T15:18:50.446Z,2026-03-23T15:18:57.795Z
69c157246867bec510f8e370,Table Reservation,1,Spice Garden,"MG Road, Bangalore",Bangalore,T8,Visual Floor Plan,4,2026-03-25,2:00 PM,reserved,0,82SSt6S3ghgBiZZoRNc0M2hWr3R2,2026-03-23T15:07:16.670Z,
69c156aa6867bec510f8e36f,Table Reservation,1,Spice Garden,"MG Road, Bangalore",Bangalore,T5,Visual Floor Plan,6,2026-03-25,1:00 PM,reserved,0,tk0T9VG3f0MfkQ80xIIKwpSOXc02,2026-03-23T15:05:14.574Z,
69c153646867bec510f8e36d,Table Reservation,2,The Coastal Kitchen,"Indiranagar, Bangalore",Bangalore,T1,Visual Floor Plan,7,2026-03-24,12:30 PM,reserved,0,k6zxDwLCqxTBEEPeKc7OEsxMdDA2,2026-03-23T14:51:16.851Z,
69c152e36867bec510f8e36c,Table Reservation,5,Sushi Master,"UB City, Bangalore",Bangalore,T6,Visual Floor Plan,2,2026-03-25,12:30 PM,confirmed,675,AeevjNsIpzdOW9iTPLhNdkpYJBE2,2026-03-23T14:49:07.435Z,2026-03-23T14:49:28.978Z
69c150fb6867bec510f8e36b,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T5,Visual Floor Plan,2,2026-03-23,Evening,confirmed,600,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-03-23T14:40:59.676Z,2026-03-23T14:41:11.692Z
69c14fda6867bec510f8e36a,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T1,Visual Floor Plan,2,2026-03-23,Evening,reserved,0,6CUOIvxdkWOSH8gdLZD26w9Pvmk2,2026-03-23T14:36:10.091Z,
69c1481d6867bec510f8e367,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T3,Visual Floor Plan,2,2026-03-31,Night,confirmed,600,tNhXtWeGmagRfkPrcRG0ck6byBo2,2026-03-23T14:03:09.863Z,2026-03-23T14:03:24.889Z
69c141fb6867bec510f8e35f,Table Reservation,3,Biryani House,"Koramangala, Bangalore",Bangalore,T7,Visual Floor Plan,8,2026-03-24,1:30 PM,reserved,0,k6zxDwLCqxTBEEPeKc7OEsxMdDA2,2026-03-23T13:36:59.616Z,
69c1412f6867bec510f8e35d,Table Reservation,1,Spice Garden,"MG Road, Bangalore",Bangalore,T4,Visual Floor Plan,5,2026-03-24,11:30 AM,reserved,0,k6zxDwLCqxTBEEPeKc7OEsxMdDA2,2026-03-23T13:33:35.235Z,
69c0fb2c6867bec510f8e327,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T3,Visual Floor Plan,3,2026-03-26,Morning,confirmed,500,XYigPpCs1mWsRYu5SLTKAw1V3mp1,2026-03-23T08:34:52.695Z,2026-03-23T08:35:17.860Z
69c0b98a6867bec510f8defb,Table Reservation,3,Biryani House,"Koramangala, Bangalore",Bangalore,T5,Visual Floor Plan,4,2026-03-24,11:00 AM,cancelled,0,2g1QbEA3gHdSrfp4AvXTKvou0F73,2026-03-23T03:54:50.186Z,2026-03-23T03:55:22.228Z
69bf90186867bec510f8ddb0,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T3,Visual Floor Plan,2,2026-03-22,Afternoon,confirmed,500,X2xzyYuf60WuPLfVxHWn5m3HIdl2,2026-03-22T06:45:44.013Z,2026-03-22T06:46:18.765Z
69beaa9e6867bec510f8dcd5,Table Reservation,1,Spice Garden,"MG Road, Bangalore",Bangalore,F7,Visual Floor Plan,2,2026-03-21,8:00 PM,confirmed,450,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-03-21T14:26:38.408Z,2026-03-21T14:26:46.181Z
69bd62126867bec510f8b537,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T4,Visual Floor Plan,2,2026-03-20,Night,cancelled,0,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-03-20T15:04:50.755Z,
69bd0b886867bec510f8b470,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T2,Visual Floor Plan,2,2026-03-20,Evening,cancelled,0,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-03-20T08:55:36.421Z,2026-03-20T08:55:43.393Z
69b8e9216867bec510f89db7,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T5,Visual Floor Plan,2,2026-03-17,Afternoon,confirmed,500,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-03-17T05:39:45.494Z,2026-03-17T05:40:10.498Z
69a11647346b7fcb4ef8df31,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T4,Visual Floor Plan,2,2026-02-27,Evening,cancelled,0,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-02-27T03:57:59.189Z,2026-02-27T03:58:21.207Z
69a11235346b7fcb4ef8de23,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T2,Visual Floor Plan,2,2026-02-27,Afternoon,confirmed,500,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-02-27T03:40:37.436Z,2026-02-27T03:40:56.532Z
69a10f19346b7fcb4ef8de21,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T7,Visual Floor Plan,2,2026-02-27,Afternoon,cancelled,0,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-02-27T03:27:21.306Z,2026-02-27T03:27:40.732Z
69a07c55346b7fcb4ef8a3bb,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T3,Visual Floor Plan,2,2026-02-26,Night,confirmed,600,IIshj8YqtxaFcEnOZaFyDsgwnB72,2026-02-26T17:01:09.688Z,2026-02-26T17:01:28.180Z
69a079ee346b7fcb4ef8a3ba,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T5,Visual Floor Plan,2,2026-02-26,Night,confirmed,600,IIshj8YqtxaFcEnOZaFyDsgwnB72,2026-02-26T16:50:54.081Z,2026-02-26T16:51:13.355Z
69a07832346b7fcb4ef8a3b9,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T2,Visual Floor Plan,2,2026-02-26,Night,confirmed,600,IIshj8YqtxaFcEnOZaFyDsgwnB72,2026-02-26T16:43:30.587Z,2026-02-26T16:43:48.994Z
69a07672346b7fcb4ef8a3b8,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T1,Visual Floor Plan,2,2026-02-26,Night,confirmed,600,IIshj8YqtxaFcEnOZaFyDsgwnB72,2026-02-26T16:36:02.601Z,2026-02-26T16:36:27.580Z
699c88ee6a87bd3a251b7dcd,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T5,Visual Floor Plan,2,2026-02-23,Night,confirmed,600,YuMRWok48sSXHTjQ3FaPPpnpXFu2,2026-02-23T17:05:50.933Z,2026-02-23T17:06:22.126Z
699693fe6a87bd3a251af42a,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T4,Visual Floor Plan,2,2026-02-19,Evening,confirmed,600,moBv0RiJSiRQNxypHwKQGvcsNuC2,2026-02-19T04:39:26.007Z,2026-02-19T04:40:02.656Z
6992e9576a87bd3a251aae1e,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T5,Visual Floor Plan,2,2026-02-16,Night,confirmed,600,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-02-16T09:54:31.315Z,2026-02-16T09:54:49.806Z
6992e7916a87bd3a251aae1a,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T5,Visual Floor Plan,2,2026-02-16,Evening,confirmed,600,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-02-16T09:46:56.984Z,2026-02-16T09:47:12.109Z
6992e5a26a87bd3a251aae18,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T6,Visual Floor Plan,2,2026-02-16,Evening,confirmed,600,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-02-16T09:38:42.404Z,2026-02-16T09:38:52.373Z
6992e1c46a87bd3a251aae15,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T2,Visual Floor Plan,2,2026-02-16,Night,confirmed,600,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-02-16T09:22:12.450Z,2026-02-16T09:23:33.171Z
6992ae986a87bd3a2519a6dc,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T4,Visual Floor Plan,2,2026-02-16,Afternoon,confirmed,500,2g1QbEA3gHdSrfp4AvXTKvou0F73,2026-02-16T05:43:52.940Z,2026-02-16T05:44:12.407Z
6992a9b26a87bd3a2519a6da,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T4,Visual Floor Plan,2,2026-02-17,Afternoon,confirmed,500,2g1QbEA3gHdSrfp4AvXTKvou0F73,2026-02-16T05:22:58.494Z,2026-02-16T05:23:22.822Z
6990b79c6a87bd3a2519a27b,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T2,Visual Floor Plan,2,2026-02-16,Morning,cancelled,0,ccF0AmmQmFcksLxOXlTAYbZMFTr1,2026-02-14T17:57:48.263Z,2026-02-14T17:57:58.966Z
698f39286a87bd3a25199ea6,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T5,Visual Floor Plan,2,2026-02-13,Night,confirmed,600,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-02-13T14:46:00.107Z,2026-02-13T14:46:09.961Z
698ea2676a87bd3a25196344,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,T3,Visual Floor Plan,2,2026-02-13,Morning,confirmed,500,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-02-13T04:02:46.722Z,2026-02-13T04:03:09.870Z
69817926cdf61f2c5c29da9f,Table Reservation,1,Spice Garden,"MG Road, Bangalore",Bangalore,G4,Visual Floor Plan,2,2026-02-03,8:00 PM,cancelled,0,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-02-03T04:27:18.243Z,2026-02-03T04:27:30.622Z
698176b3cdf61f2c5c29da9e,Table Reservation,1,Spice Garden,"MG Road, Bangalore",Bangalore,G2,Visual Floor Plan,2,2026-02-03,6:30 PM,confirmed,450,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-02-03T04:16:51.284Z,2026-02-03T04:17:02.006Z
69816e20cdf61f2c5c29da98,Table Reservation,6980d6a6ae7ec40527e24999,Bombay Brasserie,"Indiranagar, Bangalore",Bangalore,G6,Visual Floor Plan,2,2026-02-03,1:30 PM,reserved,0,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-02-03T03:40:16.351Z,
6980f65fcdf61f2c5c29da7f,Table Reservation,2,The Coastal Kitchen,"Indiranagar, Bangalore",Bangalore,G5,Visual Floor Plan,2,2026-02-02,12:00 PM,confirmed,480,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-02-02T19:09:19.823Z,2026-02-02T19:09:28.997Z
6980daaccdf61f2c5c29da72,Table Reservation,1,Spice Garden,"MG Road, Bangalore",Bangalore,G5,Visual Floor Plan,2,2026-02-03,1:00 PM,cancelled,0,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-02-02T17:11:08.149Z,2026-02-02T17:11:38.413Z
6980d99ccdf61f2c5c29da70,Table Reservation,1,Spice Garden,"MG Road, Bangalore",Bangalore,G8,Visual Floor Plan,2,2026-02-03,1:00 PM,confirmed,450,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-02-02T17:06:36.633Z,2026-02-02T17:06:56.245Z
697839ac6fac4654a8840195,Table Reservation,2,The Coastal Kitchen,"Indiranagar, Bangalore",Bangalore,G6,Visual Floor Plan,2,2026-01-27,1:30 PM,cancelled,0,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-01-27T04:06:04.415Z,2026-01-27T04:06:16.081Z
6958d33032e547114637d46c,Table Reservation,2,The Coastal Kitchen,"Indiranagar, Bangalore",Bangalore,S5,Visual Floor Plan,2,2026-01-03,6:00 PM,cancelled,0,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2026-01-03T08:28:28.023Z,2026-01-03T08:28:42.679Z
6936f89c6b40a315659e598f,Table Reservation,4,Pizza Paradise,"Whitefield, Bangalore",Bangalore,S4,Visual Floor Plan,2,2025-12-09,12:00 PM,cancelled,0,cT87VYgv1hgukQT7ehEt7x9Eh6h2,2025-12-08T16:11:08.463Z,2025-12-08T16:11:20.984Z
6936ac906b40a315659e5979,Table Reservation,3,Biryani House,"Koramangala, Bangalore",Bangalore,S5,Visual Floor Plan,2,2025-12-08,6:00 PM,confirmed,350,JfgzIie9ZLQu0TxLjN849v7Ed4E2,2025-12-08T10:46:34.557Z,2025-12-08T10:46:45.029Z
6936aa1f6b40a315659e5978,Table Reservation,2,The Coastal Kitchen,"Indiranagar, Bangalore",Bangalore,S4,Visual Floor Plan,2,2025-12-08,8:00 PM,cancelled,0,JfgzIie9ZLQu0TxLjN849v7Ed4E2,2025-12-08T10:36:09.909Z,2025-12-08T10:36:27.954Z
692c3c5f6b40a315659e3fae,Table Reservation,4,Pizza Paradise,"Whitefield, Bangalore",Bangalore,F4,Visual Floor Plan,4,2025-11-30,7:30 PM,confirmed,380,PjeuuDbSsGOQSpXqgBRrP5EHr1R2,2025-11-30T12:45:16.242Z,2025-11-30T12:45:33.388Z
692c2e126b40a315659e3fa6,Table Reservation,1,Spice Garden,"MG Road, Bangalore",Bangalore,G5,Visual Floor Plan,2,2025-11-30,7:30 PM,cancelled,0,PjeuuDbSsGOQSpXqgBRrP5EHr1R2,2025-11-30T11:44:15.428Z,2025-11-30T11:44:33.456Z
692c26f66b40a315659e3fa2,Table Reservation,1,Spice Garden,"MG Road, Bangalore",Bangalore,S7,Visual Floor Plan,2,2025-11-30,7:30 PM,cancelled,0,PjeuuDbSsGOQSpXqgBRrP5EHr1R2,2025-11-30T11:13:55.527Z,2025-11-30T11:14:17.963Z
